{ 0,1,0,2,1,1,2} in_1 test 20% win=100 
[data I : 55529 answer: 104.0forecast :158.1491184595263 (rmse:54.15, mape: 0.52) ] 
[data I : 55530 answer: 158.0forecast :124.88329358145347 (rmse:33.12, mape: 0.21) ] 
[data I : 55531 answer: 287.0forecast :166.4263302957916 (rmse:120.57, mape: 0.42) ] 
[data I : 55532 answer: 258.0forecast :224.69542494436138 (rmse:33.3, mape: 0.13) ] 
[data I : 55533 answer: 241.0forecast :266.7294945183438 (rmse:25.73, mape: 0.11) ] 
[data I : 55534 answer: 229.0forecast :307.68635604061484 (rmse:78.69, mape: 0.34) ] 
[data I : 55535 answer: 191.0forecast :231.13553783635848 (rmse:40.14, mape: 0.21) ] 
[data I : 55536 answer: 229.0forecast :168.26918805334563 (rmse:60.73, mape: 0.27) ] 
[data I : 55537 answer: 204.0forecast :209.7657730848255 (rmse:5.77, mape: 0.03) ] 
[data I : 55538 answer: 191.0forecast :206.79062010142147 (rmse:15.79, mape: 0.08) ] 
[data I : 55539 answer: 208.0forecast :207.97431839230921 (rmse:0.03, mape: 0) ] 
[data I : 55540 answer: 154.0forecast :207.87696419046512 (rmse:53.88, mape: 0.35) ] 
[data I : 55541 answer: 108.0forecast :164.35230835401512 (rmse:56.35, mape: 0.53) ] 
[data I : 55542 answer: 133.0forecast :131.64906957639715 (rmse:1.35, mape: 0.01) ] 
[data I : 55543 answer: 145.0forecast :122.00090524817469 (rmse:23, mape: 0.16) ] 
[data I : 55544 answer: 104.0forecast :127.20450621200743 (rmse:23.2, mape: 0.22) ] 
[data I : 55545 answer: 145.0forecast :127.91408548232384 (rmse:17.09, mape: 0.12) ] 
[data I : 55546 answer: 137.0forecast :152.09393295764428 (rmse:15.09, mape: 0.11) ] 
[data I : 55547 answer: 104.0forecast :128.97528082060418 (rmse:24.98, mape: 0.24) ] 
[data I : 55548 answer: 145.0forecast :118.40627520752508 (rmse:26.59, mape: 0.19) ] 
[data I : 55549 answer: 166.0forecast :141.0510966504656 (rmse:24.95, mape: 0.15) ] 
[data I : 55550 answer: 83.0forecast :144.26263196721496 (rmse:61.26, mape: 0.74) ] 
[data I : 55551 answer: 137.0forecast :111.97993124070257 (rmse:25.02, mape: 0.19) ] 
